title,author_name,author_gender,pub_year,min_age,target_audience,character_gender,genre,character_type,source
PeeWee's Tale,Johanna Hurwitz,female,2000,7,early elementary,male,fiction,non-human,What Do We Do All Day
Pegasus,Kate O'Hearn,female,2011,9,middle elementary,female,fiction,human,It's Always Autumn
Penny and Her Doll,Kevin Henkes,female,2012,4,preschool,female,fiction,non-human,ALSC
Penny and Her Marble,Kevin Henkes,male,2013,3,preschool,female,fiction,non-human,ALSC
Penny from Heaven,Jennifer Holm,female,2006,8,early elementary,female,fiction,human,ALSC
Percy Gets Upset,Stuart Murphy,male,2011,2,infant/toddler,male,fiction,non-human,Charlesbridge
Percy Listens Up,Stuart Murphy,male,2012,2,infant/toddler,male,fiction,non-human,Charlesbridge
Percy Plays It Safe,Stuart Murphy,male,2010,2,infant/toddler,male,fiction,non-human,Charlesbridge
Percy's Neighborhood,Stuart Murphy,male,2013,2,infant/toddler,male,fiction,non-human,Charlesbridge
Pete the Cat and His Four Groovy Buttons,James Dean,male,2012,4,preschool,male,fiction,non-human,ALSC
Pete the Cat and the Treasure Map,James Dean,male,2017,4,preschool,male,fiction,non-human,Childhood101
Pete the Cat: I Love My White Shoes,Eric Litwin,male,2008,3,preschool,male,fiction,non-human,Thrive Global
Pete the Cat: Old McDonald Had a Farm,James Dean,male,2014,4,preschool,male,fiction,non-human,Bookvine
Pete the Cat: Rocking in My School Shoes,Eric Litwin,male,2011,3,preschool,male,fiction,non-human,ALSC
Pete's a Pizza,William Steig,male,1998,4,preschool,male,fiction,human,ALSC
Pete's a Pizza ,William Steig,male,1998,3,preschool,male,fiction,human,Early Childhood Education Degrees
Peter and the Starcatchers,Dave Barry,male,2004,10,middle elementary,male,fiction,human,It's Always Autumn
Pharaoh's Boat,David Weitzman,male,2009,7,early elementary,male,fiction,human,ALSC
Phineas Gage: A Gruesome but True Story of Brain Science,John Fleischman,male,2002,10,middle elementary,male,non-fiction,human,ALSC
Phoenix Rising,Karen Hesse,female,1994,11,late elementary,female,fiction,human,ALSC
Photo by Brady: A Picture of the Civil War,Jennifer Armstrong,female,2005,9,middle elementary,male,non-fiction,human,ALSC
Piano Starts Here: The Young Art Tatum,Robert Andrew Parker,male,2008,4,preschool,male,non-fiction,human,ALSC
Picking Pickle,Polly Faber,female,2018,3,preschool,male,fiction,non-human,Sterling Publishing
Pictures of Hollis Woods,Patricia Reilly Giff,female,2002,8,early elementary,female,fiction,human,ALSC
Pie in the Sky,Remy Lai,female,2019,8,early elementary,male,fiction,human,ALSC
Piecing Me Together,Ren�e Watson,female,2017,11,late elementary,female,fiction,human,ALSC
Pierre: A Cautionary Tale in Five Chapters and a Prologue,Maurice Sendak,male,1962,4,preschool,male,fiction,human,NYPL
Pig Pig Meets the Lion,David McPhail,male,2012,4,preschool,male,fiction,non-human,Charlesbridge
Pig Pig Returns,David McPhail,male,2011,4,preschool,male,fiction,non-human,Charlesbridge
Pig the Elf,Aaron Blabey,male,2017,3,preschool,male,fiction,non-human,Childhood101
Pig the Fibber,Aaron Blabey,male,2018,3,preschool,male,fiction,non-human,Childhood101
Pig the Pug,Aaron Blabey,male,2014,3,preschool,male,fiction,non-human,Childhood101
Pig the Winner,Aaron Blabey,male,2017,3,preschool,male,fiction,non-human,Childhood101
Piggie Pie!,Margie Palantini,female,1995,4,preschool,female,fiction,human,ALSC
Pink and Say,Patricia Polacco,female,1994,6,early elementary,male,fiction,human,NYPL
Pinkalicious,Victoria and Elizabeth Kann,female,2006,4,preschool,female,fiction,human,Today
Pip the Gnome and the Forest Feast,Admar Kwant,female,2019,1,infant/toddler,male,fiction,non-human,CBSD
Piper Green and the Fairy Tree,Ellen Potter,female,2015,7,early elementary,female,fiction,human,ALSC
Pippa Park Raises Her Game,Erin Yun,female,2019,10,middle elementary,female,fiction,human,CBSD
Pippo the Fool,Tracey Fern,female,2009,5,preschool,male,non-fiction,human,Charlesbridge
Piranhas Don't Eat Bananas!,Aaron Blabey,male,2015,3,preschool,male,fiction,non-human,Childhood101
Pirate Bob,Kathryn Lasky,female,2006,5,preschool,male,fiction,human,Charlesbridge
Pirate Boy,Eve Bunting,female,2011,4,preschool,male,fiction,human,Childhood101
Pirate Pete,Kim Kennedy,female,2002,5,preschool,male,fiction,human,Who HQ
Pirate Pete's Talk Like a Pirate,Kim Kennedy,female,2007,4,preschool,male,fiction,human,Childhood101
Pirate's Perfect Pet,Beth Ferry,female,2016,4,preschool,male,fiction,human,Childhood101
Pirates Don't Drive Diggers,Alex English,female,2015,5,preschool,male,fiction,human,Childhood101
Pirates Lullaby: Mutiny at Bedtime,Marcie Wessels,female,2015,3,preschool,male,fiction,human,Childhood101
Planesrunner,Ian McDonald,male,2011,12,late elementary,male,fiction,human,Common Sense Media
Planet Name Game,Tish Rabe,female,2015,4,preschool,male,fiction,non-human,Barnes & Noble
Planting Stories: The Life of Librarian and Storyteller Pura Belpr�,Anika Aldamuy Denise,female,2019,4,preschool,female,non-fiction,human,ALSC
Planting the Trees of Kenya: The Story of Wangari Maathai,Claire Nivola,female,2008,5,preschool,female,non-fiction,human,ALSC
Poe Won�t Go,Kelly DiPucchio,female,2018,4,preschool,male,fiction,non-human,Fatherly
Poet: The Remarkable Story of George Moses Horton,Don Tate,male,2015,6,early elementary,male,non-fiction,human,ALSC
Pokko and the Drum,Matthew Forsythe,male,2019,4,preschool,female,fiction,non-human,ALSC
Polar Bear Night,Lauren Thompson,female,2004,3,preschool,female,fiction,non-human,ALSC
Polar Bear's Story,Harriet Blackford and Manja Stojic,female,2019,3,preschool,female,fiction,human,Sterling Publishing
Polka-dot Fixes Kindergarten,Catherine Urdahl,female,2011,4,preschool,female,fiction,human,Charlesbridge
Polly and the New Baby,Rachel Quarry,female,2019,2,infant/toddler,female,fiction,human,Oxford
Polly Diamond and the Magic Book,Alice Kuipers,female,2018,6,early elementary,female,fiction,human,Parents
Pony in the City,Wendy Wahman,female,2017,3,preschool,male,fiction,non-human,Sterling Publishing
Pool,JiHyeon Lee,female,2015,5,preschool,male,fiction,human,ALSC
Poor Little Rabbit,Jorg Muhle,male,2018,1,infant/toddler,male,fiction,non-human,Bookvine
Poppy,Avi,male,1995,8,early elementary,female,fiction,non-human,ALSC
Poppy's Best Babies,Susan Eaddy,female,2018,5,preschool,female,fiction,non-human,Charlesbridge
Poppy's Best Paper,Susan Eaddy,female,2015,5,preschool,female,fiction,non-human,Charlesbridge
Possum Magic,Mem Fox,female,1983,4,preschool,female,fiction,non-human,Childhood101
Posted,John David Anderson,male,2017,11,late elementary,male,fiction,human,ALSC
Posy,Linda Newbery,female,2008,2,infant/toddler,female,fiction,non-human,ALSC
Preaching to the Chickens: The Story of Young John Lewis,Jabari Asim,male,2016,5,preschool,male,non-fiction,human,ALSC
Precious and the Boo Hag,Patricia McKissack and Onawumi Jean Moss,female,2005,4,preschool,female,fiction,human,ALSC
Presenting Buffalo Bill: The Man Who Invented the Wild West,Candace Fleming,female,2016,11,late elementary,male,non-fiction,human,ALSC
Pretty Kitty,Karen Beaumont,female,2018,4,preschool,male,fiction,human,Bookvine
Prickly Rose,Shelley Gill,female,2014,4,preschool,female,fiction,human,Charlesbridge
Princess Academy,Shannon Hale,female,2005,10,middle elementary,female,fiction,human,It's Always Autumn
Princess Arabella and the Giant Cake,Mylo Freedman,female,2017,3,preschool,female,fiction,human,CBSD
Princess Arabella Goes to School,Mylo Freeman,female,2017,3,preschool,female,fiction,human,CBSD
Princess Arabella is a Big Sister,Mylo Freedman,female,2019,3,preschool,female,fiction,human,CBSD
Princess Arabella Mixes Colors,Mylo Freedman,female,2009,3,preschool,female,fiction,human,CBSD
Princess Arabella's Birthday,Mylo Freedman,female,2006,3,preschool,female,fiction,human,CBSD
Princess Cora and the Crocodile,Laura Amy Schlitz,female,2016,8,early elementary,female,fiction,human,ALSC
Princess Easy Pleasy,Natasha Sharma,female,2015,4,preschool,female,fiction,human,CBSD
Priscilla and the Hollyhocks,Anne Broyles,female,2008,6,early elementary,female,fiction,human,Charlesbridge
Professional Crocodile,Giovanna Zoboli,female,2017,3,preschool,male,fiction,non-human,ALSC
Professor Astro Cat's Atomic Adventure,Dr. Dominic Walliman and Ben Newman,male,2014,7,early elementary,male,fiction,non-human,Brain Pickings
Professor Astro Cat's Human Body Odyssey,Dr. Dominic Walliman,male,2014,7,early elementary,male,fiction,non-human,Science Focus
Professor Astro Cat's Solar System,Dr. Dominic Walliman,male,2017,5,preschool,male,fiction,non-human,ALSC
Professor Astro Cat�s Frontiers of Space,Dr. Dominic Walliman,male,2013,7,early elementary,male,fiction,non-human,Ozobot
Professor Astro Cat�s Space Rockets,Dominic Walliman,male,2018,5,preschool,male,fiction,non-human,Childhood101
Prudence Wants a Pet,Cathleen Daly,female,2011,4,preschool,female,fiction,human,Childhood101
Puddle,Hyewon Yum,female,2016,4,preschool,male,fiction,human,ALSC
Puddle Pug,Kim Norman,female,2014,4,preschool,male,fiction,non-human,Sterling Publishing
Puff the Magic Dragon,Leonard Lipton and Peter Yarrow,male,1994,3,preschool,male,fiction,non-human,Bilingual Kids Spot
Puss in Boots,Gwen Keraval,female,2017,0,infant/toddler,male,fiction,non-human,Sterling Publishing
Pythagoras and the Ratios: A Math Adventure,Julie Ellis,female,2010,7,early elementary,male,fiction,human,Charlesbridge
Quackenstein Hatches a Family,Sudipta Bardhan-Quallen,female,2010,4,preschool,male,fiction,non-human,Smithsonian
Qu� nervios! El primer dia de escuela,Julie Danneberg,female,2000,5,preschool,female,fiction,human,Charlesbridge
Queen of Hearts: Coming of Age in a Hospital Bed,Martha Brooks,female,2011,12,late elementary,female,fiction,human,ALSC
Queen of Physics: How Wu Chien Shiun Helped Unlock the Secrets of the Atom,Teresa Robeson,female,2019,5,preschool,female,non-fiction,human,Sterling Publishing
Queen Sophie Hartley,Stephanie Greene,female,2005,7,early elementary,female,fiction,human,ALSC
Queen Victoria's Bathing Machine,Gloria Whelan,female,2014,5,preschool,female,non-fiction,human,ALSC
Queen Victoria's Knickers,Jackie French,female,2010,3,preschool,female,fiction,human,Childhood101
Quest for the Tree Kangaroo: An Expedition to the Cloud Forest of New Guinea,Sy Montgomery,female,2006,10,middle elementary,female,non-fiction,human,ALSC
Quiet as a Mouse,Lynne Gibbs,female,2002,6,early elementary,female,fiction,non-human,Sterling Publishing
Rabbi Benjamin's Buttons,Alice McGinty,female,2014,4,preschool,male,fiction,human,Charlesbridge
Rachel Carson and Her Book That Changed the World,Laurie Lawlor,female,2012,6,early elementary,female,non-fiction,human,Childhood101
Rachel Carson and Her Book That Changed the World ,Laurie Lawlor,female,2012,6,early elementary,female,non-fiction,human,Barnes & Noble
Rachel Carson: Preserving a Sense of�Wonder,Joseph Bruchac and Thomas Locker,male,2004,8,early elementary,female,non-fiction,human,A Mighty Girl
Rachel: The Story of Rachel�Carson,Amy Ehrlich,female,2008,4,preschool,female,non-fiction,human,A Mighty Girl
Radiant Child,Javaka Steptoe,male,2016,6,early elementary,male,non-fiction,human,Money Prodigy
Radio Rescue,Lynne Barasch,female,2000,5,preschool,male,fiction,human,ALSC
Rain Reign,Ann Martin,female,2014,9,middle elementary,female,fiction,human,ALSC
Rainbow Weaver,Linda Elovitz Marshall,female,2016,6,early elementary,female,fiction,human,A Mighty Girl
Rainstorm,Barbara Lehman,female,2007,4,preschool,male,fiction,human,ALSC
Raising Sweetness,Diane Stanley,female,1999,4,preschool,female,fiction,human,ALSC
Raj the Bookstore Tiger,Kathleen Pelley,female,2011,4,preschool,male,fiction,non-human,Charlesbridge
"Ramona Quimby, Age 8",Beverly Cleary,female,2016,8,early elementary,female,fiction,human,Good Housekeeping
Ramona the Pest,Beverly Cleary ,female,1968,8,early elementary,female,fiction,human,NYPL
Ranger's Apprentice,John Flanagan,male,2004,10,middle elementary,male,fiction,human,It's Always Autumn
Ranger's Apprentice: Duel at Araluen,John Flanagan,male,2019,7,early elementary,female,fiction,human,It's Always Autumn
Ranger's Apprentice: Erak's Ransom,John Flanagan,male,2007,8,early elementary,male,fiction,human,It's Always Autumn
Ranger's Apprentice: Halt's Peril,John Flanagan,male,2008,8,early elementary,male,fiction,human,It's Always Autumn
Ranger's Apprentice: The Battle for Skandia,John Flanagan,male,2006,8,early elementary,male,fiction,human,It's Always Autumn
Ranger's Apprentice: The Burning Bridge,John Flanagan,male,2005,8,early elementary,male,fiction,human,It's Always Autumn
Ranger's Apprentice: The Emperor of Nihon-Ja,John Flanagan,male,2010,8,early elementary,male,fiction,human,It's Always Autumn
Ranger's Apprentice: The Icebound Land,John Flanagan,male,2005,8,early elementary,male,fiction,human,It's Always Autumn
Ranger's Apprentice: The Kings of Clonmel,John Flanagan,male,2008,8,early elementary,male,fiction,human,It's Always Autumn
Ranger's Apprentice: The Red Fox Clan,John Flanagan,male,2018,8,early elementary,female,fiction,human,It's Always Autumn
Ranger's Apprentice: The Ruins of Gorland,John Flanagan,male,2004,8,early elementary,male,fiction,human,It's Always Autumn
Ranger's Apprentice: The Siege of Macindaw,John Flanagan,male,2007,8,early elementary,male,fiction,human,It's Always Autumn
Ranger's Apprentice: The Sorcerer in the North,John Flanagan,male,2006,8,early elementary,male,fiction,human,It's Always Autumn
Rani Patel in Full Effect,Sonia Patel,female,2016,12,late elementary,female,fiction,human,CBSD
Rapunzel,Paul Zelinsky,male,1997,5,preschool,female,fiction,human,ALSC
Rapunzel's Revenge,Dean and Shannon Hale,female,2008,10,middle elementary,female,fiction,human,ALSC
Rare Treasure: Mary Anning and Her Remarkable Discoveries,Don Brown,male,1999,5,preschool,female,non-fiction,human,What Do We Do All Day
Raymie Nightingale,Kate DiCamillo,female,2016,10,middle elementary,female,fiction,human,ALSC
Reaching for the Moon,Buzz Aldrin,male,2005,4,preschool,male,non-fiction,human,Childhood101
Reaching for the Moon: The Autobiography of NASA Mathematician Katherine Johnson,Katherine Johnson,female,2019,10,middle elementary,female,non-fiction,human,Thrive Global
Reaching Out,Francisco Jimenez,male,2008,12,late elementary,male,non-fiction,human,ALSC
Rebecca of Sunnybrook Farm (Treasury of Illustrated Classics),Kate Douglas Wiggin,female,2004,8,early elementary,female,fiction,human,Paperback Swap
Rebound,Kwame Alexander,male,2018,11,late elementary,male,non-fiction,human,ALSC
Rechenka�s Eggs,Patricia Polacco,female,1988,4,preschool,female,fiction,human,Childhood101
Red,Jan De Kinder,female,2015,4,preschool,female,fiction,human,ALSC
Red and the City,Marie Voigt,female,2018,4,preschool,female,fiction,human,Oxford
Red Butterfly,A.L. Sonnichsen,female,2015,8,early elementary,female,fiction,human,ALSC
Red is Best,Kathy Stinson,female,1982,2,infant/toddler,female,fiction,human,Childhood101
Red Knit Cap�Girl,Naoko Stoop,female,2012,5,preschool,female,fiction,human,A Mighty Girl
Red Moon at Sharpsburg,Rosemary Wells,female,2007,12,late elementary,female,fiction,human,ALSC
Red Scarf Girl: A Memoir of the Cultural Revolution,Ji-Li Jiang,female,1997,8,early elementary,female,non-fiction,human,ALSC
Red Yellow Blue (And a Dash of White Too),C.G. Esperanza,male,2015,3,preschool,female,fiction,human,My Domaine
Redwoods,Jason Chin,male,2009,4,preschool,male,fiction,human,ALSC
Remembering Mog,Colby Rodowsky,female,1996,12,late elementary,female,fiction,human,ALSC
Remembering Mrs. Rossi,Amy Hest,female,2007,8,early elementary,female,fiction,human,ALSC
Restless Spirit: The Life and Work of Dorothea Lange,Elizabeth Partridge,female,1998,10,middle elementary,female,non-fiction,human,ALSC
Return to Sender,Julia Alvarez,female,2009,8,early elementary,male,fiction,human,ALSC
Revolution Is Not a Dinner Party,Ying Change Compestine,female,2007,10,middle elementary,female,fiction,human,Common Sense Media
"Revolution: The Sixties Trilogy, Book Two",Deborah Wiles,female,2014,8,early elementary,female,fiction,human,ALSC
Rex Zero and the End of the World,Tim Wynne-Jones,male,2006,8,early elementary,male,fiction,human,ALSC
Rhoda's Rock Hunt,Molly Beth Griffin,female,2014,4,preschool,female,fiction,human,A Mighty Girl
Rhymes for Annie Rose,Shirley Hughes,female,1995,3,preschool,female,fiction,human,Huffington Post
Rhythm Ride: A Road Trip Through the Motown Sound,Andrea Davis Pinkney,female,2015,10,middle elementary,male,non-fiction,human,ALSC
Rickshaw Girl,Mitali Perkins,female,2007,7,early elementary,female,fiction,human,NYPL
